Family Name,Group (Order),Age (in Mya),Youngest Age,Environment (terrestrial/aquatic),Source,Body length (m),Body mass (kg),source BM,"Diet (herbivore, omnivore,carnivore, small stuff eater)",Head presence,Head surface,Head projections,Head function,Body presence,Body projections,Body surface,Body function,Tail presence,Tail projections,Tail surface,Tail function,Notes,Habitat or water depth,Geographical Distribution
Gogolia,Carcharhiniformes (Triakidae),Extant,0,Marine,http://www.fishbase.org/summary/5925; https://en.wikipedia.org/wiki/Sailback_houndshark,0.74,,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,continental shelf: 78 m,Northern Papua New Guinea
Hemitriakis,Carcharhiniformes (Triakidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Hemitriakis,1.15,,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,150 m,"Coral sea (Pacific); Ryuku Islands; Western Australia; Bali and Lombok; China, Taiwan, Japan, Korea; Philippines"
Heterodontus,Heterodontiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Bullhead_shark,1.65,,,bottom feeder,1,0,0,NA,1,1,0,NA,1,0,0,NA,2 dorsal fin spines; poison gland associated with the spine,2-200 m (typically not very deep),tropical and subtropical
Alopias,Lamniformes (Alopiidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Thresher_shark,6.1,500,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,,coastal continental shelf; go no deeper than 500m,"North America, Asia, North Pacific, one found in Mediteranean"
Cetorhinus,Lamniformes (Cetorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Basking_shark,8,,,planktivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,"This species has the smallest weight-for-weight brain size of any shark, reflecting its relatively passive lifestyle",0-910 m,cosmopolitan; temperate
Carcharadon,Lamniformes (Lamnidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Great_white_shark,6.1,1950,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,no natural predators except for killer whale,coastal and offshore; epipelagic down to 1200 m,"Great white sharks live in almost all coastal and offshore waters which have water temperature between 12 and 24 ��C (54 and 75 ��F), with greater concentrations in the United States (Northeast and California), South Africa, Japan, Oceania, Chile, and the Mediterranean.[21] One of the densest known populations is found around Dyer Island, South Africa."
Isurus,Lamniformes (Lamnidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Isurus,4.5,800,,carnivore (bony fishes and cephalopods; swordfish),1,0,0,NA,1,0,0,NA,1,0,0,NA,endothermic,0-150 m,temperate and tropical seas worldwide
Lamna,Lamniformes (Lamnidae),Extant,0,Marine,http://www.fao.org/fishery/species/2798/en; https://en.wikipedia.org/wiki/Lamna,3,,,carnivore (fishingtons),1,0,0,NA,1,0,0,NA,1,0,0,NA,,"littoral and epipelagic continental offshore, sometimes open ocean, sometimes inshore.","cold water shark (North Atlantic, southern hemisphere, and north pacific)"
Megachasma,Lamniformes (Megachasmidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Megamouth_shark,5,1215,,planktivore and jellyfish,1,0,0,NA,1,0,0,NA,1,0,0,NA,,12-200 m,"worldwide temperate, but mostly pacific near asia and west coast NA"
Mitsukurina,Lamniformes (Mitsukurinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Goblin_shark,4,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,,"upper continental slopes. submarine canyons, and seamounts; 100m",worldwide temperate
Carcharias,Lamniformes (Odontaspididae),Extant,0,Marine,https://en.wikipedia.org/wiki/Carcharias,2.5,159,,"carnivore (fishington, sharks, rays, inverts)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,0-190 m,"Pacific, Atlantic, and Indian oceans"
Odontaspis,Lamniformes (Odontaspididae),Extant,0,Marine,https://en.wikipedia.org/wiki/Odontaspis,4.1,,,"carnivore (fishington, sharks, rays, inverts)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,deepwater (250 m down to 880 m),temperate and tropical worldwide
Pseudocarcharias,Lamniformes (Pseudocarchariidae),Extant,0,Marine,http://www.fishbase.se/summary/5923,1.2,,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,0-200m,Tropical and subtropical waters of all oceans.
Brachaelurus,Orectolobiformes (Brachaeluridae),Extant,0,Marine,https://en.wikipedia.org/wiki/Brachaelurus,0.76,,,"carnivore (fishingtons, inverts)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,6-140 m,eastern coast of Australia
Ginglymostoma,Orectolobiformes (Ginglymostomatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Ginglymostoma,3.08,330,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,,inshore reefy,tropical and subtropical east and west atlantic and east pacific
Nebrius,Orectolobiformes (Ginglymostomatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Tawny_nurse_shark,3.2,,,carnivore (inverts but specializes in octopus),1,0,0,NA,1,0,0,NA,1,0,0,NA,,70m,coastlines indopacific
Pseudoginglyostoma,Orectolobiformes (Ginglymostomatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Short-tail_nurse_shark; http://www.fao.org/fishery/species/12339/en,0.75,,,"carnivore (fishingtons, inverts)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,continental and insular shelves,Indian Ocean (0-27S) tropical
Chiloscyllium,Orectolobiformes (Hemiscyllidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Hemiscylliidae,0.78,,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,"coastal 3-100 m; coral reefs, tide pools",Indian Ocean
Hemiscyllium,Orectolobiformes (Hemiscyllidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Hemiscylliidae,0.81,,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,,2-30 m,"Tropical waters; Indonesia, Papua New Guinea, Australia"
Eucrossorhinus,Orectolobiformes (Orectolobidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Tasselled_wobbegong,1.8,,,"carnivore (fishingtons, sharks, rays, inverts)",1,0,0,NA,1,0,0,NA,1,0,0,NA,ambush predator,intertidal 50m,Pacific around Australia and Malaysia
Orectolobus,Orectolobiformes (Orectolobidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Orectolobus,3,,,"carnivore (fishingtons, sharks, rays, inverts)",1,0,0,NA,1,0,0,NA,1,0,0,NA,ambush predator,106 m,western Pacific Ocean and eastern Indian Ocean
Sutorectus,Orectolobiformes (Orectolobidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Cobbler_wobbegong; http://www.fao.org/fishery/species/15513/en,0.92,,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,rows of warty tubercles along the back ,inshore,subtropical eastern indian ocean around australia
Cirrhoscyllium,Orectolobiformes (Parasyllidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Cirrhoscyllium,0.49,,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,180-290 m,South China Sea
Parascyllium,Orectolobiformes (Parasyllidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Parascyllium,0.91,,,"carnivore (fishingtons, inverts)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,55-245 m,Australia
Rhincodon,Orectolobiformes (Rhincodontidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Whale_shark,12.65,19500,,planktivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,shallow-ish to 1800m,tropical and temperate worldwide
Stegostoma,Orectolobiformes (Stegostomatidae),Extant,0,Marine,http://www.fishbase.org/summary/5374#,2.5,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,,0-90 m,"tropical Indo West Pacific, persian gulf"
Chlamydoselachus,Hexanchiformes (Chlamydoselachidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Chlamydoselachus,2,,,"carnivore (smaller sharks, fishingtons and cephalopods)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,"1,230���1570 m",Angola to Namibia; patchy distribution atlantic and pacific
Heptranchias,Hexanchiformes (Hexanchidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Sharpnose_sevengill_shark,1.4,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,,300-600m,tropical and temperate worldwide
Hexanchus,Hexanchiformes (Hexanchidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Bigeyed_sixgill_shark,8,600,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,scavenger,760 m,worldwide tropical and subtropical?
Notorhynchus,Hexanchiformes (Hexanchidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Broadnose_sevengill_shark,2.2,,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,136 m,Pacific and Atlantic (SW coast Africa)
Centrophorus,Squaliformes (Centrophoridae),Extant,0,Marine,https://en.wikipedia.org/wiki/Centrophorus,1.6,,,carnivore (fishingtons and inverts),1,0,0,NA,1,1,0,NA,1,0,0,NA,some have rough leaf-like denticles on body," continental slopes, 230-2360 m",tropical worldwide
Deania,Squaliformes (Centrophoridae),Extant,0,Marine,https://en.wikipedia.org/wiki/Deania,1.14,,,"carnivore (fish and shrimp, squid, crustaceans)",1,0,0,NA,1,1,0,NA,1,0,0,NA,"2 dorsal fin spines, some have pitchfork shaped dermal denticles",73-1785 m,Pacific and Atlantic
Euprotomicroides,Squaliformes (Dalatiidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Taillight_shark,0.51,,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,195-641 m,deep oceanic waters near SE SA and SW Africa; maybe open ocean?
Heteroscymnoides,Squaliformes (Dalatiidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Longnose_pygmy_shark,0.37,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,,502-4000 m,"open ocean Western Indian Ocean and SE Atlantic ocean, SW Pacific near Chile"
Mollisquarma,Squaliformes (Dalatiidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Pocket_shark,0.4,,,,1,0,0,NA,1,?,0,NA,1,0,0,NA,,deep water (300 m),SE Pacific by Chile and Gulf of Mexico
Dalatias,Squaliformes (Dalatiidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Kitefin_shark,1.4,,,"carnivore (inverts, fishingtons, sharks, rays)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,200-600 m,circumglobal in tropical and warm-T water
Isistius,Squaliformes (Dalatiidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Cookiecutter_shark,0.56,,,"carnivore (bits off chunks of fishingtons, sharks, and marine mammals; inverts)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,"85-3700m, diel vertical migration",warm tropical and temperate (20N-20S)
Euprotomicrus,Squaliformes (Dalatiidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Pygmy_shark; http://www.iucnredlist.org/details/60210/0,0.27,,,,1,0,0,NA,1,?,0,NA,1,0,0,NA,,epipelagic/mesopelagic/bathypelagic,"widespread oceanic shark recorded from numerous locations in the Pacific, Indian and Atlantic Oceans; "
Squaliolus,Squaliformes (Dalatiidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Squaliolus,0.22,,,"carnivore (krill, shrimp, fishingtons)",1,0,0,NA,1,1,0,NA,1,0,0,NA,bioluminescent; fin spine on first dorsal fin only,150-2000 m; diel vertical migration,patches in western Pacific and Atlantic
Echinorhinus,Squaliformes (Echinorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Echinorhinus,4,,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,thorn-like dermal denticles on body that can be fused together,400-900 m,tropical and temperate worldwide
Aculeola,Squaliformes (Etmopteridae),Extant,0,Marine,https://en.wikipedia.org/wiki/Hooktooth_dogfish; http://www.fishbase.org/summary/SpeciesSummary.php?genusname=Aculeola&speciesname=nigra,0.6,,,carnivore (fishingtons and inverts),1,0,0,NA,1,1,0,NA,1,0,0,NA,,110-560 m,"SE Pacific, SA coast"
Centroscyllium,Squaliformes (Etmopteridae),Extant,0,Marine,https://en.wikipedia.org/wiki/Centroscyllium,0.75,,,carnivore (fishingtons and inverts),1,0,0,NA,1,1,0,NA,1,0,0,NA,,180-2250,NW Pacific (50-38N); temperate Atlantic
Etmopterus,Squaliformes (Etmopteridae),Extant,0,Marine,https://en.wikipedia.org/wiki/Et��_,0.75,,,"carnivore (fishingtons, other dogfish sharks, fish eggs, and inverts)",1,0,0,NA,1,1,0,NA,1,0,0,NA,"most of these sharks (39 spp) have a smaller body size (20-50 cm), some can produce light with photophores","0-1443 m; continental slope, insular slope",worldwide
Trigonognathus,Squaliformes (Etmopteridae),Extant,0,Marine,https://en.wikipedia.org/wiki/Viper_dogfish,0.54,,,"carnivore (fishingtons, other dogfish sharks, fish eggs, and inverts)",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dermal denticles w faceted crowns, photophores",150-360 m,Pacific off southern Japan and NW Hawaiian Islands
Oxynotus,Squaliformes (Oxynotidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Oxynotus,0.75,,,carnivore (fishingtons and inverts),1,0,0,NA,1,1,0,NA,1,0,0,NA,,350-650 m,Atlantic and western Pacific
Centroscymnus,Squaliformes (Somniosidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Centroscymnus,1.2,,,carnivore (fishingtons and cephalopods),1,0,0,NA,1,1,0,NA,1,0,0,NA,scales resemble bony fish,lower continental slopes and abyssal plains; down to 150-3675 m,global
Centroselachus,Squaliformes (Somniosidae),Extant,0,Marine,https://www.sharktrust.org/shared/downloads/factsheets/longnose_velvet_dogfish_st_factsheet.pdf,1.35,,,carnivore (fishingtons and cephalopods),1,0,0,NA,1,1,0,NA,1,0,0,NA,,230-1500 m,circumglobally subtropical
Scymnodalatias,Squaliformes (Somniosidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Scymnodalatias,0.8,,,,1,0,0,NA,1,1,0,NA,1,0,0,NA,,down to 200m,subtropical
Scymnodon,Squaliformes (Somniosidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Scymnodon,1.3,,,,1,0,0,NA,1,1,0,NA,1,0,0,NA,,200-1600 m,global-ish
Somniosus,Squaliformes (Somniosidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Somniosus,7,,,"carnivore (marine mammals, birds, giant squid, fishingtons)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,0-2000 m,"southern Atlantic, Pacific, and Pacific"
Zameus,Squaliformes (Somniosidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Velvet_dogfish,0.84,,,,1,0,0,NA,1,1,0,NA,1,0,0,NA,,0-2000m,global (64N-48S)
Cirrhigaleus,Squaliformes (Squalidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Cirrhigaleus,1.2,,,,1,0,0,NA,1,1,0,NA,1,0,0,NA,,146-640 m,circumglobal (35N-35S)
Squalus,Squaliformes (Squalidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Spiny_dogfish,1.59,,,,1,0,0,NA,1,1,0,NA,1,0,0,NA,,50-700 m,global temperate
Squatina,Squatiniformes (Squatinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Squatina_squatina,2.4,,,"carnivore (fishingtons, skates, and inverts)",1,0,1,NA,1,0,0,NA,1,0,0,NA,small spines on the snout and over the eyes,continental shelf down to 150m,coastal NE Atlantic ocean
Platyrhina,Myliobatiformes (Platyrhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Platyrhina,0.68,,,carnvore (inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,,inshore to 60 m,warm temperate to tropical Pacific
Platyrhinoidis,Myliobatiformes (Platyrhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Thornback_guitarfish,0.91,,,carnivore (fishingtons and inverts),1,0,0,NA,1,1,0,NA,1,1,0,NA,"three parallel rows of large, hooked thorns that start from the middle of the back and run onto the tail",inshore to 6 m,Tomales Bay to Gulf of California
Zanobatus,Myliobatiformes (Platyrhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Striped_panray; http://www.fishbase.org/summary/5043,1,,,,1,0,0,NA,1,?,0,NA,1,?,0,NA,,Down to 60 m,Morocco to Gulf of Guinea
Hexatrygon,Myliobatiformes (Hexatrygonidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Sixgill_stingray,1.1,,,,1,0,0,NA,1,1,0,NA,1,0,0,NA,"One or two serrated stinging spines are present on its dorsal surface, well back from the base",500-1120 m,Indo-Pacific
Plesiobatus,Myliobatiformes (Plesiobatidae),Extant,0,Marine,,NA,,,,1,0,0,NA,1,?,0,NA,1,?,0,NA,,,
Trygonoptera,Myliobatiformes (Urolophidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Trygonoptera,0.39,,,,1,0,0,NA,1,0,0,NA,1,1,0,NA,,100-210m,Western Australia to Perth
Urolophus,Myliobatiformes (Urolophidae),Extant,0,Marine,https://en.wikipedia.org/wiki/New_Ireland_stingaree,0.174,,,,1,0,0,NA,1,0,0,NA,1,1,0,NA,two serrated spines on tail,unknown,western Pacific and indian ocean
Urobatis,Myliobatiformes (Urotrygonidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Urobatis,0.7,,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine,"coastal and estuarine, down tp 91 m",North Pacific
Urotrygon,Myliobatiformes (Urotrygonidae),Extant,0,Marine,http://www.fishbase.org/identification/SpeciesList.php?genus=Urotrygon,0.5,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine,2-100 m,east Pacific
Bathytoshia,Myliobatiformes (Dasyatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Bathytoshia,2.6,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,"one, sometimes 2, spines on tail; tiny denticles are scattered atop the disk around the tail base.",180-480 m,"temperate water of southern hemisphere, Mediterranean, Atlantic, Pacific"
Dasyatis,Myliobatiformes (Dasyatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Dasyatis,2.5,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,"tail spine, concentration of denticles around tail base (dorsal)",0-100 m,Atlantic and Mediterranean
Hemitrygon,Myliobatiformes (Dasyatidae),Extant,0,"Marine, freshwater, brackish",https://en.wikipedia.org/wiki/Hemitrygon,1.3,,,carnivore (fishingtons and inverts),1,0,0,NA,1,1,0,NA,1,1,1,NA,"serrated tail spine, midline row of enlarged thorns that become progressively longer until they reach the base of the sting",down to 200 m,Indo-Pacific and Pacific
Hypanus,Myliobatiformes (Dasyatidae),Extant,0,"Marine, estuarine",https://en.wikipedia.org/wiki/Hypanus,NA,,,carnivore (fishingtons and inverts),1,0,0,NA,1,1,0,NA,1,1,0,NA,serrated venomous spine on tail; dults develop a row of low tubercles along the midline of the back,"down to 30m, but down to 355 m, max.",tropical East Pacific and Atlantic (Caribbean and Gulf of Mexico)
Pteroplatytrygon,Myliobatiformes (Dasyatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Pelagic_stingray,NA,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine,continental shelf and open ocean (migrates); 0-100 m,global
Telatrygon,Myliobatiformes (Dasyatidae),Extant,0,"Marine, estuarine",https://en.wikipedia.org/wiki/Telatrygon,NA,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine,down to 100 m,Indo-Pacific
Taeniurops,Myliobatiformes (Dasyatidae),Extant,0,Marine,http://www.fishbase.org/summary/Speciessummary.php?id=6482; https://en.wikipedia.org/wiki/Taeniurops,3.3,150,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine,10-300 m,Indo West Pacific
Makararaja,Myliobatiformes (Dasyatidae),Extant,0,Freshwater,https://en.wikipedia.org/wiki/Makararaja_chindwinensis,NA,?,,?,1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine,benthopelagic,Myanmar
Pastinachus,Myliobatiformes (Dasyatidae),Extant,0,"Marine, Freshwater",https://en.wikipedia.org/wiki/Cowtail_stingray,3,250,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,"one or two tail spines, venomous; dorsal surface of disc covered in denticles",60-2200m,Indo-Pacific
Neotrygon,Myliobatiformes (Dasyatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Peppered_maskray,0.45,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine venomous,0-90 m,Indo-Pacific
Taeniura,Myliobatiformes (Dasyatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Taeniura,0.31,5,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine venomous,intertidal to a depth of 30 m,Indo-Pacific
Brevitrygon,Myliobatiformes (Dasyatidae),Extant,0,"Marine, estuarine, freshwater",https://en.wikipedia.org/wiki/Brevitrygon,0.65,,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine,,Indo-Pacific
Fluvitrygon,Myliobatiformes (Dasyatidae),Extant,0,Freshwater,https://en.wikipedia.org/wiki/Fluvitrygon,2,,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine; heart-shaped dermal denticles on the back,,SE asia
Fontitrygon,Myliobatiformes (Dasyatidae),Extant,0,Freshwater,https://en.wikipedia.org/wiki/Fontitrygon,2.61,,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,1-2 tail spine serrated,down to 6 m,coastal tropical atlantic
Himantura,Myliobatiformes (Dasyatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Himantura,4.1,,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine; heart-shaped dermal denticles on the back,down to 70 m,Indo-Pacific
Maculabatis,Myliobatiformes (Dasyatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Maculabatis,2,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine; heart-shaped dermal denticles on the back,1-141 m,Indo-Pacific
Pateobatis,Myliobatiformes (Dasyatidae),Extant,0,"Marine, brackish",https://en.wikipedia.org/wiki/Pateobatis,5,19,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,"serrated tail spine; Small, sharp denticles are scattered over the snout",shallow water down to 70 m,tropical Indo-Pacific
Urogymnus,Myliobatiformes (Dasyatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Porcupine_ray,2.2,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,,inshore down to 30 m,Indo-Pacific
Heliotrygon,Myliobatiformes (Potamotrygonidae),Extant,0,Freshwater,https://en.wikipedia.org/wiki/Heliotrygon; http://www.fishbase.org/identification/SpeciesList.php?genus=Heliotrygon,0.8,,,,1,0,0,NA,1,?,0,NA,1,?,0,NA,?,?,Amazon basin
Paratrygon,Myliobatiformes (Potamotrygonidae),Extant,0,Freshwater,https://en.wikipedia.org/wiki/Paratrygon; http://www.fishbase.org/summary/Paratrygon-aiereba.html,0.8,60,,carnivore (fishingtons and inverts),1,0,0,NA,1,?,0,NA,1,?,0,NA,,demeseral,Amazon and Orinoco basins
Plesiotrygon,Myliobatiformes (Potamotrygonidae),Extant,0,Freshwater,https://en.wikipedia.org/wiki/Long-tailed_river_stingray,NA,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine,,Amazon basin
Potamotrygon,Myliobatiformes (Potamotrygonidae),Extant,0,Freshwater,https://en.wikipedia.org/wiki/Potamotrygon,0.89,220,,carnivore (fishingtons and inverts. insects),1,0,0,NA,1,0,0,NA,1,1,0,NA,tail spine,,"R�_o de la Plata Basin, amazon, orinoco basins in South America"
Styracura,Myliobatiformes (Potamotrygonidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Pacific_chupare,1.5,,,,1,0,0,NA,1,0,0,NA,1,1,0,NA,venomous tail spine;  large tubercles with four radial ridges on the shoulder region,,tropical west atlantic and east pacific
Gymnura,Myliobatiformes (Gymnuridae),Extant,0,"Marine, estuarine",https://en.wikipedia.org/wiki/Butterfly_ray,NA,60,,carnivore (fishingtons and inverts. insects),1,0,0,NA,1,0,0,NA,1,1,0,NA,,shallow coastal 5-100 m,"Atlantic, Pacific"
Aetobatus,Myliobatiformes (Myliobatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Spotted_eagle_ray,5,230,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,2-6 venomous spines,coastal shallow down to 80 m,"Atlantic, Pacific, Indian"
Aetomylaeus,Myliobatiformes (Myliobatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Aetomylaeus,2.5,100,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,,5-50m,"Mediterranean, Black Seas, Eastern Atlantic, Indo-Pacific"
Myliobatis,Myliobatiformes (Myliobatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Myliobatis,1.5,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,1,0,NA,1-2 venomous spines,50-800m,"Atlantic, Mediterranean, Indian"
Rhinoptera,Myliobatiformes (Myliobatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Cownose_ray,NA,16,,,1,0,0,NA,1,0,0,NA,1,1,0,NA,"""spine close to the body)",,Indo-west Pacific
Manta,Myliobatiformes (Myliobatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Manta_ray,NA,1350,,planktivore,1,0,0,NA,1,0,0,NA,1,1,0,NA,caudal,down to 1000 m,global tropical and temperate
Anoxypristis,Pristiformes (Pristidae),Extant,0,"Marine, estuarine",https://en.wikipedia.org/wiki/Knifetooth_sawfish,4.7,,,carnivore (fishingtons and inverts),1,0,1,sensory and digging,1,0,0,NA,1,0,0,NA,teeth lining extended rostrum,down to 40 m,Indo-west Pacific
Pristis,Pristiformes (Pristidae),Extant,0,"Marine, estuarine, some can enter freshwater",https://en.wikipedia.org/wiki/Pristis,7.6,591,,carnivore (fishingtons and inverts),1,0,1,sensory and digging,1,0,0,NA,1,0,0,NA,teeth lining extended rostrum,down to 5 m,"Indo-Pacific; Atlantic, east Pacific, circumtropical, Mediterranean"
Anacanthobatis,Rajiformes (Anacanthobatidae),Extant,0,Marine,http://www.fishbase.org/summary/7612; http://www.fishbase.se/summary/7957,0.4,,,,1,0,0,NA,1,0,0,NA,1,1,0,NA,alar spines on adult males ,200-900 m,"Western central atlantic, western indian ocean"
Indobatis,Rajiformes (Anacanthobatidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Black_legskate; http://www.fishbase.se/summary/7958; http://www.fao.org/3/a-i3888e.pdf,0.36,,,,1,0,0,NA,1,0,0,NA,1,1,0,NA,tail entirely naked except for 2 longitudinal rows of alar thorns in adult male,1000-1725 m,Indian ocean
Sinobatis,Rajiformes (Anacanthobatidae),Extant,0,Marine,http://www.fao.org/3/a-i3888e.pdf; http://www.fishbase.org/summary/7279; http://www.iucnredlist.org/details/161379/0,0.56,,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,deepwater 475-1100m,Indo-Pacific
Amblyraja,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Broad_skate,1,,,carnivore (fishingtons and inverts),1,0,1,NA,1,1,0,NA,1,1,0,NA,"enlarged, sharp hooked denticles or thorns usually present on dorsal surface, on the midline of the tail and often on the midline of the disc, on the snout, orbits, and shoulders.",846-3167 m,"Atlantic and East and North Pacific, Arabian Sea, sub-Antarctic"
