Family Name,Group (Order),Age (in Mya),Youngest Age,Environment (terrestrial/aquatic),Source,Body length (m),Body mass (kg),source BM,"Diet (herbivore, omnivore,carnivore, small stuff eater)",Head presence,Head surface,Head projections,Head function,Body presence,Body projections,Body surface,Body function,Tail presence,Tail projections,Tail surface,Tail function,Notes,Habitat or water depth,Geographical Distribution
Acanthuridae,Perciformes,"Extant, earliest occurrence Eocene (wiki)",0,Marine,"fishbase, adw",0.165,NA,,herbivore and carnivore (sometimes feeds in schools),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",coral reef,"subtropical, tropical seas (not mediterranean)"
Acestrorhynchidae,Charachiformes,Extant,0,Freshwater,fishbase,0.225,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Orinoco and Amazon basins
Achiridae,Pleuronectiformes,Extant,0,"Freshwater, brackish, marine","fishbase (Krupp, F 1995)",0.091,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,,,United States to Argentina
Acropomatidae,Perciformes,"Extant, earliest occurrence Eocene (wiki)",0,Marine,fishbase (Nelson 2006); fao.org,0.072,NA,,?,1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s., pelvic f.s.; opercle w 2 rounded spines",,"Atlantic, Indian, Pacific"
Adrianichthyidae,Beloniformes,Extant,0,"Freshwater, brackish","fishbase (Nelson JS 1994), fao (http://www.fao.org/3/a-x2400e/x2400e09.pdf)",0.028,NA,,omnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s. (Price et al), but not mentioned in other sources",,"India to Japan, Indo-Australian archipelago"
Agonidae,Scorpaeiniformes,Extant,0,Marine,"fishbase, wiki",0.074,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s.,,"Arctic, northern N Atlantic, NW atlantic, N Pacific, southern S. America"
Akysidae,Siluriformes,Extant,0,Freshwater,"fishbase, wiki; http://www.mapress.com/zootaxa/2004f/zt00733.pdf; 10.1111/j.1095-8649.2001.tb02260.x",0.027,NA,,carnivore,1,0,0,NA,1,1,1,NA,1,0,0,NA,"barbed dorsal f.s., unbarbed pectoral f.s. in some, unculiferous tubercles along body in some",,SE Asia
Albulidae,Albuliformes,"Extant, earliest occurrence Paleocene",0,"Freshwater, brackish, marine","fishbase (Berg LS 1958; Nelson JS 1984), wiki",0.23,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,tropical seas
Alepisauridae,Aulopiformes,Extant,0,Marine,"fishbase, wiki",0.83,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,can be cannibals!,,"Atlantic, Indian, Pacific"
Alepocephalidae,Osmeriformes,Extant,0,Marine,"fishbase, wiki, fao (ftp://ftp.fao.org/docrep/fao/009/ad468e/AD468eAO.pdf); https://www.cambridge.org/core/services/aop-cambridge-core/content/view/86EF2B1BF640A2C0C6DE889C0639416C/S0025315400044507a.pdf/feeding-habits-of-alepocephalus-rostratus-pisces-alepocephalidae-in-the-western-mediterranean-sea.pdf",0.36,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,no scales on head,,all oceans
Alestidae,Charachiformes,Extant,0,Freshwater,fishbase,0.187,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Africa
Ambassidae,Perciformes,"Extant, earliest occurrence Paleocene",0,"Freshwater, brackish, marine","fishbase, wiki, http://www.tandfonline.com/doi/abs/10.1080/02541858.1983.11447838",0.043,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Indo-west Pacific; freshwater in Madagascar, india, and to the australian region"
Amblycipitidae,Siluriformes,Extant,0,Freshwater,"fishbase, wiki",0.096,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"weak dorsal f.s., barbed; pectoral f.s., anal f.s.",,"southern and eastern asia (Pakistan, northern india, over to korea, japan, malaysia"
Amblyopsidae,Percopsiformes,Extant,0,Freshwater,fishbase (Nelson JS 1984),0.066,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s., can be absent; adapted for living in dark environments",,southern to eastern US
Ammodytidae,Perciformes,"Extant, earliest occurrence Eocene (wiki)",0,Marine,fishbase (Berg LS 1958; Nelson JS 1984). Wiki,0.076,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s. (Price et al.) but fishbase says none; fao reports dorsal and anal. Lives in the sand,,"cold to tropical, Arctic, Atlantic, Indian, Pacific"
Amphiliidae,Siluriformes,Extant,0,Freshwater,"fishbase, wiki, https://www.sfos.uaf.edu/directory/faculty/rosenberger/73_Amphilius.pdf",0.728,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,pectoral f.s. (Price et al); fishbase says most do not have pectoral f.s.; wiki says pectoral f.s. can be weakly developed,,tropical Africa
Anabantidae,Perciformes,"Extant, earliest occurrence earliest teriary",0,"Freshwater, brackish","fishbase (Nelson JS 1994; Berg LS 1958), wiki",0.066,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Africa and India to Philippines
Anablepidae,Cyprinodontiformes,Extant,0,"Freshwater, brackish, marine",fishbase,0.13,NA,,omnivore?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,southern Mexico to southern S. America
Anarhichadidae,Perciformes,Extant,0,Marine,"fishbase (Mecklenburg 2003), wiki",0.488,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.; bottom feeder",,North Atlantic and North Pacific
Anguillidae,Anguilliformes,"Extant, early Paleocene (Danian)",0,Freshwater (spawns marine),wiki,0.398,NA,,?,1,0,0,NA,1,1,0,NA,1,1,0,NA,,,"tropical and temperate seas except eastern Pacific and southern atlantic; freshwater: coastal eastern North America, Europe, Mediterranean, eastern and northern Africa, India to SE Asia to Japan, Australia, and New Zealand. "
Anomalopidae,Beryciformes,Extant,0,Marine,"fishbase (Nelson JS 1984), wiki",0.151,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s., bioluminescent",,Indo-Pacific
Anoplogastridae,Beryciformes,Extant,0,Marine,fishbase,0.102,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",Bathypelagic,"Atlantic, Indian, Pacific"
Anoplopomatidae,Scorpaeiniformes,"Extant, Miocene",0,Marine,fishbase (Mecklenberg 2003; Berg LS 1958),0.21,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,North Pacific
Anostomidae,Characiformes,Extant,0,Freshwater,fishbase (Nelson 1994),0.184,NA,,"herbivore, detritivore",1,0,0,NA,1,0,0,NA,1,0,0,NA,,,southern Central America and South America
Anotopteridae,Aulopiformes,Extant,0,Marine,"fishbase (Nelson JS 1984), wiki",0.666,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,Scaleless,,"worldwide, colder waters"
Antennariidae,Lophiformes,"Extant, Eocene, Miocene",0,Marine,"fishbase (Pietsch TW and Grobecker DB 1987, Berg LS 1958), wiki",0.071,NA,,carnivore,1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s., anglerfish!!!!",,tropical and subtropical seas (excl. mediterannean); occaisionally temperate
Aphredoderidae,Percopsiformes,Extant,0,Freshwater,"fishbase (Berg LS 1958; Nelson JS 1984), wiki",0.072,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"eastern US, Gulf of Mexico, Mississippi Valley, Great Lakes drainage"
Aploactinidae,Scorpaeiniformes,Extant,0,Marine,fishbase (Nelson 1994),0.069,NA,,carnivore,1,0,1,NA,1,1,0,NA,1,0,0,NA,"head projections (fishbase), dorsal f.s., anal f.s.",,coastal western Pacific and Indian Oceans
Aplocheilidae,Cyprinodontiformes,Extant,0,"Freshwater, brackish","fishbase (Nelson 1994), fao (http://www.fao.org/3/a-x2400e/x2400e13.pdf)",0.052,NA,,omnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Africa, Asia and South America"
Apogonidae,Perciformes,"Extant, Eocene",0,"Freshwater, brackish, marine",fishbase (Nelson JS 1984; Berg LS 1958); fao (ftp://ftp.fao.org/docrep/fao/009/x2400e/x2400e47.pdf),0.066,NA,,"planktivore, carnivore",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"tropical Pacific, Atlantic, Indian, and Pacific"
Apteronotidae,Gymnotiformes,Extant,0,Freshwater,fishbase (Albert JS 2003),0.311,NA,,"piscivore, planktivore",1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Panama and South america
Arapaimidae,Osteoglossiformes,"Extant, Late Triassic",0,Freshwater,fishbase (Ferraris CJ Jr 2003); wiki,0.28,NA,,carnivore (fish and birds),1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Amazon and Essequibo basins of South America
Argentinidae,Osmeriformes,Extant,0,Marine,"fishbase (Nelson 1994), wiki",0.213,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Atlantic, Indian, Pacific"
Ariidae,Siluriformes,Extant,0,"Freshwater, brackish, marine","fishbase, wiki, fao (ftp://ftp.fao.org/docrep/fao/009/ad468e/AD468eAU.pdf)",0.227,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s. (fao), anal f.s., pectoral f.s.; crucifix catfish",down to 100m,"worldwide, tropical to warm temperate"
Ariommatidae,Perciformes,Extant,0,Marine,fishbase (Nelson JS 1984),0.138,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"tropical and subtropical coastlines of eastern N and S America, Asia, Kermadec Islands, and Hawaii"
Arripidae,Perciformes,Extant,0,"Brackish, Marine","fishbase (Nelson JS 1984), wiki",0.122,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,S Pacific (near Australia)
Artedidraconidae,Perciformes,Extant,0,Marine,"fishbase (Eakin RR 1990), wiki",0.07,NA,,carnivore,1,1,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s., operculum has a hook-like spine (wiki)?; has a mental barber",,Antarctic
Aspredinidae,Siluriformes,Extant,0,"Freshwater, brackish","fishbase (Nelson 1994), wiki",0.286,NA,,carnivore,1,0,0,NA,1,1,1,NA,1,0,0,NA,"pectoral f.s., dorsal f.s.; unculiferous tubercles on body (fishbase, wiki)",,tropical S America
Ateleopodidae,Ateleopodiformes,Extant,0,Marine,fishbase (Nelson 1994),0.193,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,Largely cartilaginous skeleton,,"Caribbean Sea, eastern Atlantic, the western and central Indopacific, and the Pacific coast of Central America"
Atherinidae,Atheriniformes,Extant,0,"Freshwater, brackish, marine",fishbase (Dyer BS and Chernoff B 1996),0.064,NA,,planktivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s.; anal f.s. (fishbase),,worldwide in tropical and temperate waters
Atherinopsidae,Atheriniformes,Extant,0,"Freshwater, brackish, marine",fishbase (Dyer BS 2003),0.086,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s.; anal f.s. (fishbase),,"temperate waters of North America, in freshwater and marine tropical and subtropical waters of Central America, and in South America present only in temperate freshwaters yet in all marine (tropical, subtropical, and temperate) waters"
Auchenipteridae,Siluriformes,Extant,0,"Freshwater, brackish",fishbase (Nelson JS 1984),0.174,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., pectoral f.s.",,Panama and South america
Aulorhynchidae,Gasterosteiformes,Extant,0,Marine,"fishbase (Nelson 1994, wiki)",0.118,NA,,planktivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,North Pacific
Aulostomidae,Sygnathiformes,"Extant, Eocene",0,Marine,"fishbase (Berg LS 1958; Nelson JS 1984), wiki",0.223,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s.,,Atlantic and Indo-Pacific
Bagridae,Siluriformes,"Extant, Paleocene",0,"Freshwater, brackish","fishbase (Nelson 1994), (Berg 1958); https://www.mysciencework.com/publication/download/aedb4d4b454c7cfc1d7dbe0fdacf4078/2729a4e97ed3b9b745182b380ba388a9",0.205,NA,,omnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., pectoral f.s.",,Africa and Asia (Japan to Borneo)
Balitoridae,Cyprinioformes,Extant,0,Freshwater,fishbase,0.058,NA,,herbivore?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Eurasia
Bathydraconidae,Perciformes,Extant,0,Marine,fishbase (Nelson JS 1984); http://www.ohio.edu/people/eastman/reprints/080%20La%20Mesa%20et%20al.%202007%20Polar%20Biol.pdf,0.125,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s. according to Price et al., but ""no spinous dorsal fin"" according to Nelson et al. 2016",,Antarctic
Bathylagidae,Osmeriformes,Extant,0,Marine,"fishbase (Nelson 1994), wiki",0.136,NA,,"planktivore, carnivore",1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Subarctic to Antarctic
Bathymasteridae,Perciformes,Extant,0,Marine,"fishbase (Mecklenburg 2003), wiki",0.133,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s.,,North Pacific
Bathysauridae,Aulopiformes,Extant,0,Marine,"fishbase (Nelson 2006), wiki",0.355,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,hermaphrodites and apex predators,deeper than 1000m,circumglobal tropical to temperate
Batrachoididae,Batrachoidiformes,Extant,0,"Freshwater, brackish, marine","fishbase (Nelson 1994), wiki",0.052,NA,,omnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s.,coastal benthic,"Atlantic, Indian, Pacific"
Belonidae,Beloniformes,"Extant, middle Oligocene",0,"Freshwater, brackish, marine","fishbase (Collette BB, 2003); Nelson et al 2016, wiki",0.154,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s. according to Price et al, but ""no spines in fins"" according to fishbase and no mention of them being present in Nelson et al 2016",epipelagic,"Tropical to warm temperate Atlantic, Indian, and Pacific"
Bembridae,Scorpaeniformes,Extant,0,Marine,"fishbase (Nelson 1994, wiki), fao(ftp://ftp.fao.org/docrep/fao/009/x2400e/x2400e28.pdf), other (http://www.oceandocs.org/bitstream/handle/1834/955/WIO262.pdf?sequence=1&isAllowed=y)",0.147,NA,,?,1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s. according to Price et al, according to fao, lot sof spines in dorsal fin and also head has preopercular spine and 4-6 other head spines",,Indian and Pacific
Berycidae,Beryciformes,Extant,0,Marine,"fishbase (Berg LS 1958; Nelson JS 1984), wiki (http://www.sciencedirect.com/science/article/pii/S0165783601002697)",0.153,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s.,,"Atlantic, Indian, and western and central Pacific"
Blenniidae,Perciformes,Extant,0,"Freshwater, brackish, marine",fishbase (Nelson 1994),0.078,NA,,"planktivore, carnivore",1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s.,,"tropical and subtropical Atlantic, Indian, and Pacific"
Bothidae,Pleuronectiformes,"Extant, middle Miocene",0,Marine,fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.106,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s.,,"Atlantic, Indian, Pacific"
Bovichtidae,Perciformes,Extant,0,"Freshwater, brackish, marine",fishbase (Nelson 1994),0.089,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s.,,"southern Australia, New Zealand, and southern S. America regions"
Bramidae,Perciformes,"Extant, upper Miocene",0,Marine,fishbase (Berg LS 1958; Nelson JS 1994). Wiki (ftp://ftp.fao.org/docrep/fao/009/y0770e/y0770e05.pdf) fao,0.24,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al.); spines present on preopercular margin in young (fao); anal spines lost (Nelson et al. 2016).",oceanic,"Atlantic, Indian, and Pacific"
Bregmacerotidae,Gadiformes,"Extant, lower Eocene",0,"Brackish, Marine",fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.057,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,tropical and subtropical seas
Bythitidae,Ophidiiformes,Extant,0,"Freshwater, brackish, marine",fishbase (Nelson 1994),0.079,NA,,?,1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (price et al.); opercular spine (fishbase and Nelson et al 2016); bear live young",,"Atlantic, Indian, Pacific"
Caesionidae,Perciformes,Extant,0,Marine,fishbase (Carpenter KE 1988),0.089,NA,,planktivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Indo-west Pacific
Callanthiidae,Perciformes,Extant,0,Marine,fishbase (Nelson 1994),0.143,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"eastern Atlantic (incl. Mediterranean), Indian, Pacific"
Callichthyidae,Siluriformes,Extant (Tertiay; late Paleocene),0,Freshwater,fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.16,NA,,?,1,1,0,NA,1,1,1,NA,1,0,0,NA,"dorsal f.s., anal f.s., pectoral f.s. (Price et al); scutes cover bodies. called armored catfish, but should really be known as the fartcatfish because of how it breathes air",,Panama and South america
Callionymidae,Perciformes,Extant (Cretaceous),0,"Freshwater, brackish, marine",fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.108,NA,,carnivore (inverts),1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); spine on preopercle (fishbase, Nelson et al 2016)",benthic,Indo-west Pacific
Caproidae,Perciformes,Extant (mid Oligocene),0,Marine,fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.081,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Indian and Pacific
Carangidae,Perciformes,Extant,0,"Brackish, Marine",fishbase (Berg LS 1958; Nelson JS 1984). Wiki,0.105,NA,,"carnivore (inverts, fish)",1,0,0,NA,1,1,1,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); scales along lateral line modified spiny scutes (fishbase)",,"Atlantic, Indian, Pacific"
Carapidae,Ophidiiformes,Extant,0,Marine,fishbase (Markle and Olney 1990),0.16,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian, Pacific"
Catostomidae,Cypriniformes,Extant (lower Eocene),0,"Freshwater, brackish",fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.212,NA,,"carnivore (inverts, insects, fishes)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"china, northeastern siberia, North America"
Centracanthidae,Perciformes,Extant (lower Eocene),0,Marine,fishbase (Berg LS 1958; Nelson JS 1984). Wiki,0.107,NA,,Planktivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"eastern Atlantic, Mediterranean and off South Africa"
Centrarchidae,Perciformes,Extant (lower Eocene),0,Freshwater,fishbase (Berg LS 1958; Nelson JS 1984). Wiki,0.129,NA,,omnivore (not compelling from wiki),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,North America.
Centriscidae,Sygnathiformes,Extant,0,Marine,fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.128,NA,,planktivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Indo-Pacific
Centrogenyidae,Perciformes,Extant,0,"Brackish, Marine",fishbase (Nelson 2006),0.11,NA,,"carnivore (small fish, shrimp, crab)",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"east Indian, western Pacific"
Centrolophidae,Perciformes,Extant (Eocene),0,Marine,fishbase (Nelson 1994); wiki,0.18,NA,,carnivore (scavenger),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,tropical to temperate all seas exceot mid-Indian and mid-Pacific
Centropomidae,Perciformes,Extant (Upper Cretaceous),0,"Freshwater, brackish, marine",fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.155,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,tropical and substropical North and central america
Cepolidae,Perciformes,Extant (upper Eocene),0,Marine,fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.117,NA,,Planktivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,eastern Atlantic (europe and mediterranean) and Indo-West Pacific (incl. N Zealand)
Cetomimidae,Cetomimiformes,Extant,0,Marine,fishbase (Johnson et al. 2009),0.094,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); spines not described in fishbase or Nelson et al 2016","oceanic, deep sea",circumglobal southern hemisphere
Cetopsidae,Siluriformes,Extant,0,Freshwater,fishbase (Nelson JS 1994); wiki,0.195,NA,,"carnivore (insects-some eat carrion, fish, and people---wiki))",1,0,0,NA,1,0,0,NA,1,0,0,NA,"some in this famly have dorsal and pectoral f.s., but Price et al do not report any",,S America
Chaenopsidae,Perciformes,Extant (upper Miocene),0,Marine,fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.036,NA,,carnivore (crustaceans),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"North and South America, tropical"
Chaetodontidae,Perciformes,Extant (lower Eocene),0,"Brackish, Marine",fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.109,NA,,planktivore and coralivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic (tropical to temperate), Indian, and Pacific Oceans. Primarily Indo-west Pacific."
Champsodontidae,Perciformes,Extant,0,Marine,fishbase (Nelson JS 1994); wiki,0.108,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Indo-Pacific
Chanidae,Gonorhynchiformes,Extant (lower Cretaceous),0,"Freshwater, brackish, marine",fishbase (Nelson JS 1984); wiki,0.185,NA,,carnivore (invert) and herbivore (algae),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Indian and tropical Pacific Oceans
Channichthyidae,Perciformes,Extant,0,Marine,wiki,0.142,NA,,carnivore (fish and krill; ambush predator),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Southern Ocean around Antarctica and southern South America
Channidae,Perciformes,Extant,0,Freshwater,fishbase (Nelson 1994); wiki,0.081,NA,,"carnivore (fish, frogs, mammals)",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); fishbase and Nelson et al 2016 says no spines",,Africa and Asia
Characidae,Charachiformes,Extant (upper Miocene),0,Freshwater,fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.042,NA,,herbivore? ,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"southwestern Texas, Mexico, Central and South America"
Chaunacidae,Lophiiformes,Extant,0,Marine,fishbase (Nelson 1994); wiki,0.049,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian, and Pacific Oceans"
Cheilodactylidae,Perciformes,Extant,0,Marine,fishbase (Nelson 1994),0.229,NA,,carnivore (inverts),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Southern Hemisphere (parts of Atlantic, Indian, and Pacific Oceans) and Northern Hemisphere (off Japan, China and Hawaiian Islands)"
Chiasmodontidae,Perciformes,Extant,0,Marine,fishbase (Nelson 1994),0.207,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",oceanic,global
Chilodontidae,Charachiformes,Extant,0,Freshwater,fishbase (Nelson JS 2006),0.066,NA,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"east of the Andean Cordilleras in both the R�_o Orinoco and rio Amazonas basins, the series of independent rivers draining the Atlantic slope of the Guianas, and the rio Para�_ba basin of northeastern Brazil"
Chironemidae,Perciformes,Extant,0,Marine,fishbase (Nelson 1994),0.072,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"coastal Australia, New Zealand, and Chile"
Chlopsidae,Anguilliformes,Extant,0,Marine,fishbase (Nelson JS 1994),0.149,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Atlantic, Indian and Pacific. Tropical and subtropical"
Chlorophthalmidae,Aulopiformes,Extant (Upper Cretaceous),0,Marine,fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.142,NA,,carnivore (benthic inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Atlantic, Indian, and Pacific Oceans"
Cichlidae,Perciformes,Extant (Eocene),0,"Freshwater, brackish, marine",fishbase (Kullander 1998; Beg LS 1958),0.045,NA,,"carnivore (inverts), planktivore",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Central and South America, Texas (1 species), West Indies, Africa, Madagascar, Syria, Israel, Iran, Sri Lanka, and coastal southern India"
Cirrhitidae,Perciformes,Extant,0,Marine,fishbase (Nelson 1994),0.069,NA,,"carnivore (crustacean, fish)",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"tropical western and eastern Atlantic, Indian and Pacific (mainly Indo-Pacific)"
Citharinidae,Charachiformes,Extant,0,Freshwater,fishbase (Nelson 1994),0.145,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Africa
Clariidae,Siluriformes,Extant (lower Pliocene),0,Freshwater,fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.254,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,pectoral f.s.,,"Africa, Syria and southern and western Asia (Philippines to Java"
Claroteidae,Siluriformes,Extant,0,Freshwater,fishbase (Nelson JS 2006),0.207,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., pectoral f.s.",,Africa
Clinidae,Perciformes,Extant,0,Marine,fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.086,NA,,"carnivore (crustaceans, mollusks)",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian, and Pacific. Mainly temperate in both southern and northern hemispheres"
Clupeidae,Clupeiformes,Extant (lower Eocene),0,"Freshwater, brackish, marine","fishbase (Whitehead 1985, Gaudant J, 1991)",0.181,NA,,planktivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,global (mostly tropical) from 70�� N to about 60�� S.
Cobitidae,Cypriniformes,Extant,0,Freshwater,fishbase (Nelson 1994),0.113,NA,,carnivore (worms),1,0,0,NA,1,0,0,NA,1,0,0,NA,,Benthic,Eurasia and Morocco
Colocongridae,Anguilliformes,Extant,0,Marine,fishbase (Nelson 1994),0.377,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Atlantic, Indian, and western Pacific Oceans"
