"","Agulhas","Amsterdam-St_Paul","Andaman","Arctic","Bay_of_Bengal","Benguela","Black_Sea","Central_Indian_Ocean_Islands","Central_Polynesia","Cold_Temperate_Northeast_Pacific","Cold_Temperate_Northwest_Atlantic","Cold_Temperate_Northwest_Pacific","Continental_High_Antarctic","East_Central_Australian_Shelf","Easter_Island","Eastern_Coral_Triangle","Galapagos","Gulf_of_Guinea","Hawaii","Java_Transitional","Juan_Fernandez_and_Desventuradas","Lord_Howe_and_Norfolk_Islands","Lusitanian","Magellanic","Marquesas","Marshall__Gilbert_and_Ellis_Islands","Mediterranean_Sea","North_Brazil_Shelf","Northeast_Australian_Shelf","Northern_European_Seas","Northern_New_Zealand","Northwest_Australian_Shelf","Red_Sea_and_Gulf_of_Aden","Sahul_Shelf","Scotia_Sea","Somali_Arabian","South_China_Sea","South_Kuroshio","Southeast_Australian_Shelf","Southeast_Polynesia","Southern_New_Zealand","Southwest_Australian_Shelf","St__Helena_and_Ascension_Islands","Subantarctic_Islands","Subantarctic_New_Zealand","Sunda_Shelf","Tristan_Gough","Tropical_East_Pacific","Tropical_Northwestern_Atlantic","Tropical_Northwestern_Pacific","Tropical_Southwestern_Atlantic","Tropical_Southwestern_Pacific","Warm_Temperate_Northeast_Pacific","Warm_Temperate_Northwest_Atlantic","Warm_Temperate_Northwest_Pacific","Warm_Temperate_Southeastern_Pacific","Warm_Temperate_Southwestern_Atlantic","West_African_Transition","West_and_South_Indian_Shelf","West_Central_Australian_Shelf","Western_Coral_Triangle","Western_Indian_Ocean"
"Parachaenichthys_charcoti",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parachaenichthys_georgianus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parachaetodon_ocellatus",0,0,14,0,16,0,0,0,0,0,0,0,0,15,0,82,0,0,0,3,0,0,0,0,0,0,0,0,25,0,0,27,0,86,0,0,10,16,0,0,0,0,0,0,0,101,0,0,0,8,0,34,0,0,6,0,0,0,15,12,223,0
"Parachaeturichthys_polynema",3,0,33,0,4,0,0,25,1,0,0,0,0,7,0,64,0,0,1,16,0,0,0,0,0,16,0,0,23,0,0,26,16,73,0,23,61,13,0,0,0,0,0,0,0,87,0,0,0,11,0,53,0,0,24,0,0,0,41,8,195,100
"Paracheilinus_angulatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
"Paracheilinus_attenuatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"Paracheilinus_bellae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0
"Paracheilinus_carpenteri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,18,0,0,0,0,0,49,0
"Paracheilinus_cyaneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
"Paracheilinus_filamentosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,3,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,210,0
"Paracheilinus_flavianalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
"Paracheilinus_lineopunctatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,49,0
"Paracheilinus_mccoskeri",0,0,18,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"Paracheilinus_nursalim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Paracheilinus_octotaenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracheilinus_rubricaudalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0
"Paracheilinus_walton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"Paracirrhites_arcatus",2,0,6,0,0,0,0,25,16,0,0,0,0,4,0,78,0,0,21,9,0,0,0,0,4,46,0,0,26,0,0,27,0,74,0,1,32,13,0,3,0,0,0,0,0,4,0,0,0,33,0,69,0,0,10,0,0,0,15,3,171,105
"Paracirrhites_forsteri",2,0,0,0,1,0,0,25,12,0,0,0,0,4,0,42,0,0,19,10,0,0,0,0,5,36,0,0,26,0,0,26,3,75,0,5,34,13,0,30,0,0,0,0,0,9,0,0,0,24,0,69,0,0,9,0,0,0,29,3,151,109
"Paracirrhites_hemistictus",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,70,0,0,6,1,0,0,0,0,5,44,0,0,21,0,0,12,0,15,0,0,0,10,0,27,0,0,0,0,0,0,0,0,0,30,0,64,0,0,3,0,0,0,2,0,49,0
"Paracirrhites_nisus",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Paraclinus_altivelis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"Paraclinus_ditrichus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Paraclinus_fasciatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,198,0,0,0,0,6,0,0,0,0,0,0,0,0
"Paraclinus_grandicomis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraclinus_infrons",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraclinus_integripinnis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0
"Paraclinus_marmoratus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,9,0,0,0,0,0,0,0,0
"Paraclinus_mexicanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,0,0,0,17,0,0,0,0,0,0,0,0,0
"Paraclinus_nigripinnis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,193,0,0,0,0,2,0,0,0,0,0,0,0,0
"Paraclinus_rubicundus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,17,0,0,0,0,0
"Paraclinus_sini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0
"Paraclinus_spectator",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,29,0,0,0,0,0
"Paraclinus_stephensi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Paraclinus_tanygnathus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Paraconger_californiensis",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,7,0,0,0,0,0,0,0,0,0
"Paraconger_caudilimbatus",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139,0,0,0,0,31,0,0,0,0,0,0,0,0
"Paraconger_notialis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Paraconger_similis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"Paradiancistrus_acutirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"Paradiancistrus_cuyoensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0
"Paradiplospinus_antarcticus",0,11,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,11,0,0,72,0,0,0,0,0,0,0,0,0,0,84,0,0,0,17,0,57,0,0,87,38,0,40,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0
"Paradiplospinus_gracilis",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paragobiodon_echinocephalus",2,0,21,0,2,0,0,25,15,0,0,0,0,4,0,79,7,0,18,15,0,0,0,0,5,44,0,0,26,0,0,26,4,77,0,5,52,13,0,32,0,0,0,0,0,65,0,28,2,32,0,69,12,0,7,0,0,0,27,3,197,108
"Paragobiodon_kasaii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,24,0,0,12,0,0,0,0,19,0,0,16,13,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,21,0,0,0,0,0,100,0
"Paragobiodon_lacunicolus",2,0,0,0,0,0,0,25,17,0,0,0,0,5,0,77,7,0,21,0,0,0,0,0,5,46,0,0,26,0,0,0,2,58,0,2,35,13,0,31,0,0,0,0,0,7,0,18,2,33,0,72,12,0,8,0,0,0,10,0,153,104
"Paragobiodon_melanosomus",0,0,17,0,1,0,0,24,3,0,0,0,0,0,0,78,0,0,0,14,0,0,0,0,0,41,0,0,21,0,0,23,0,45,0,0,35,9,0,0,0,0,0,0,0,43,0,0,0,30,0,56,0,0,3,0,0,0,10,0,191,86
"Paragobiodon_modestus",2,0,0,0,0,0,0,25,3,0,0,0,0,5,0,76,0,0,1,1,0,0,0,0,0,39,0,0,26,0,0,0,2,42,0,1,31,13,0,0,0,0,0,0,0,6,0,0,0,29,0,70,0,0,7,0,0,0,5,0,156,94
"Paragobiodon_xanthosoma",1,0,0,0,0,0,0,25,9,0,0,0,0,4,0,78,0,0,6,0,0,0,0,0,0,41,0,0,26,0,0,0,1,46,0,1,26,13,0,0,0,0,0,0,0,3,0,0,0,31,0,67,0,0,7,0,0,0,5,0,148,98
"Paraheminodus_murrayi",3,3,0,0,0,0,0,28,4,0,0,4,0,10,0,83,0,0,0,2,0,11,0,0,0,22,0,0,11,0,22,0,1,8,0,0,46,15,2,1,45,0,0,20,20,10,0,0,0,20,0,96,0,0,31,0,0,0,4,0,162,104
"Parahollardia_lineata",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,19,0,0,0,0,0,0,0,0
"Parahollardia_schmidti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,0,16,0,0,0,0,0,0,0,0,0,0,0
"Parakuhlia_macrophthalmus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"Paralabrax_albomaculatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paralabrax_auroguttatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
"Paralabrax_clathratus",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"Paralabrax_dewegeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,22,0,0,0,0,0,0,0,0,0,0,0
"Paralabrax_humeralis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,25,0,0,24,0,0,0,0,0,0
"Paralabrax_loro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Paralabrax_maculatofasciatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,0,0,0,0,0,0,0,0
"Paralabrax_nebulifer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"Paralepis_brevirostris",35,2,1,0,0,38,0,83,43,0,0,5,0,26,0,157,0,93,22,51,0,33,111,0,0,198,1,0,18,0,56,34,32,27,0,68,10,44,9,58,5,34,38,0,0,0,6,0,0,239,7,205,0,0,43,0,0,53,53,18,160,291
"Paralepis_coregonoides",0,0,0,40,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,101,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paralepis_elongata",28,18,0,0,0,21,0,82,0,0,0,0,0,0,0,0,0,78,0,0,0,0,89,0,0,0,0,0,0,12,0,0,15,0,0,40,0,0,0,0,0,0,34,30,0,0,46,0,0,0,7,0,0,0,0,0,0,40,15,0,0,202
"Paralepis_speciosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paralichthodes_algoensis",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Paralichthys_adspersus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"Paralichthys_aestuarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"Paralichthys_albigutta",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,27,0,0,0,0,0,0,0,0
"Paralichthys_brasiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,40,0,0,0,0,0
"Paralichthys_californicus",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
"Paralichthys_dentatus",0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"Paralichthys_isosceles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"Paralichthys_lethostigma",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0
"Paralichthys_olivaceus",0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,49,0,0,0,0,0,15,0
"Paralichthys_orbignyanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"Paralichthys_patagonicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,36,41,0,0,0,0,0
"Paralichthys_squamilentus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,34,0,0,0,0,0,0,0,0
"Paralichthys_triocellatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
"Paralichthys_tropicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,0,7,0,0,7,0,0,0,0,0,0,0,0
"Paralichthys_woolmani",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,0,27,0,0,9,0,0,0,0,0,0
"Paraliparis_albescens",0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"Paraliparis_antarcticus",0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraliparis_aspersus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraliparis_australis",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraliparis_bathybius",0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraliparis_bullacephalus",0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraliparis_calidus",0,0,0,11,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,27,0,0,0,0,0,0,0,0
"Paraliparis_cephalus",0,0,0,7,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"Paraliparis_charcoti",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraliparis_copei_copei",0,0,0,14,0,8,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraliparis_costatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraliparis_dactylosus",0,0,0,7,0,0,0,0,0,58,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"Paraliparis_deani",0,0,0,1,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraliparis_entochloris",0,0,0,2,0,0,0,0,0,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
