Species name,Group (Order),Stage bin,Age (in Mya),Youngest Age,Environment (terrestrial/aquatic),Source,Body length (m),Body mass (kg),source BM,"Diet (herbivore, omnivore,carnivore, small stuff eater)",Head presence,Head surface,Head projections,Head function,Body presence,Body projections,Body surface,Body function,Tail presence,Tail projections,Tail surface,Tail function,Notes,Habitat or water depth,Geographical Distribution
Wijdeaspis_warrooensis,Placodermi,Emsian,,,,,20,,Denison 1978; Young 1978,,,,,,,,,,,,,,,,
Nefundia_qalibahensis,Placodermi,Emsian,,,,,51,,Lelievre et al. 1985,,,,,,,,,,,,,,,,
Aleosteus_eganensis,Placodermi,Emsian,,,,,18,,Johnson et al. 2000,,,,,,,,,,,,,,,,
Anarthraspis_montana,Placodermi,Emsian,,,,,69,,Bryant & Ruedemann 1934,,,,,,,,,,,,,,,,
Bryantolepis_brachycephala,Placodermi,Emsian,,,,,14,,Elliott & Carr 2010,,,,,,,,,,,,,,,,
Bryantolepis_williamsi,Placodermi,Emsian,,,,,22,,Elliott & Carr 2010,,,,,,,,,,,,,,,,
Simblaspis_cachensis,Placodermi,Emsian,,,,,47,,Denison 1953b,,,,,,,,,,,,,,,,
Aethaspis_major,Placodermi,Emsian,,,,,59,,Denison 1953b,,,,,,,,,,,,,,,,
Aethaspis_utahensis,Placodermi,Emsian,,,,,31,,Denison 1953b,,,,,,,,,,,,,,,,
Atlantidosteus_pacifica,Placodermi,Eifelian,,,,,500,,Young 2003,,,,,,,,,,,,,,,,
Coccosteus_cuspidatus,Placodermi,Eifelian-Givetian,,,,,40,,Denison 1978,,,,,,,,,,,,,,,,
Sherbonaspis_andreannae,Placodermi,Eifelian-Givetian,,,,,20,,Pateleyev 1993,,,,,,,,,,,,,,,,
Bolivosteus_chacomensis,Placodermi,Eifelian,,,,,8,,Maisley & Janvier 2011,,,,,,,,,,,,,,,,
Holonema_sp.,Placodermi,Eifelian,,,,,19,,Rade 1964,,,,,,,,,,,,,,,,
